,sample_id,sampling_location,data_source,latitude,longitude,sampling_date,pws_id,water_system_name,population,well_type,well_depth,units,source_type,state,city,county,MRL,DL,analytical_methods,is_detected,analyte,concentration,pfas_total,note
10120,F7808-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-01-25,,,,,,ng/L,drinking water,Pennsylvania,,,,1.22,537.0,False,PFDOA,0.0,,
10121,F7808-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-01-25,,,,,,ng/L,drinking water,Pennsylvania,,,,1.22,537.0,True,PFOA,2.62,,
10122,F7808-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-01-25,,,,,,ng/L,drinking water,Pennsylvania,,,,1.22,537.0,False,PFDA,0.0,,
10123,F7808-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-01-25,,,,,,ng/L,drinking water,Pennsylvania,,,,1.22,537.0,True,PFHXS,0.722,,
10124,F7808-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-01-25,,,,,,ng/L,drinking water,Pennsylvania,,,,1.22,537.0,True,PFBS,9.07,,
10125,F7808-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-01-25,,,,,,ng/L,drinking water,Pennsylvania,,,,1.22,537.0,True,PFHPA,0.86,,
10126,F7808-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-01-25,,,,,,ng/L,drinking water,Pennsylvania,,,,1.22,537.0,False,PFNA,0.0,,
10127,F7808-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-01-25,,,,,,ng/L,drinking water,Pennsylvania,,,,1.22,537.0,False,PFTEDA,0.0,,
10128,F7808-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-01-25,,,,,,ng/L,drinking water,Pennsylvania,,,,1.22,537.0,False,PFTRDA,0.0,,
10129,F7808-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-01-25,,,,,,ng/L,drinking water,Pennsylvania,,,,1.22,537.0,False,9CL-PF3ONS,0.0,,
10130,F7808-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-01-25,,,,,,ng/L,drinking water,Pennsylvania,,,,1.22,537.0,False,11CL-PF3OUDS,0.0,,
10131,F7808-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-01-25,,,,,,ng/L,drinking water,Pennsylvania,,,,0.973,537.0,False,ADONA,0.0,,
10132,F8510-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.24,537.0,False,HFPO-DA,0.0,,
10133,F8510-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.24,537.0,True,PFOS,1.43,,
10134,F8510-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.24,537.0,False,PFUNA,0.0,,
10135,F8510-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.24,537.0,False,NMEFOSAA,0.0,,
10136,F8510-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.48,537.0,False,NETFOSAA,0.0,,
10137,F8510-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.73,537.0,True,PFHXA,1.24,,
10138,F8510-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.24,537.0,False,PFDOA,0.0,,
10139,F8510-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.24,537.0,True,PFOA,1.17,,
10140,F8510-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.24,537.0,False,PFDA,0.0,,
10141,F8510-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.24,537.0,True,PFHXS,0.76,,
10142,F8510-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.24,537.0,True,PFBS,1.35,,
10143,F8510-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.24,537.0,True,PFHPA,0.638,,
10144,F8510-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.24,537.0,False,PFNA,0.0,,
10145,F8510-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.24,537.0,False,PFTEDA,0.0,,
10146,F8510-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.24,537.0,False,PFTRDA,0.0,,
10147,F8510-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.24,537.0,False,9CL-PF3ONS,0.0,,
10148,F8510-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.24,537.0,False,11CL-PF3OUDS,0.0,,
10149,F8510-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,0.988,537.0,False,ADONA,0.0,,
10150,F8512-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.16,537.0,False,HFPO-DA,0.0,,
10151,F8512-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.16,537.0,True,PFOS,6.0,,
10152,F8512-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.16,537.0,False,PFUNA,0.0,,
10153,F8512-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.16,537.0,False,NMEFOSAA,0.0,,
10154,F8512-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.39,537.0,False,NETFOSAA,0.0,,
10155,F8512-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.63,537.0,True,PFHXA,6.97,,
10156,F8512-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.16,537.0,False,PFDOA,0.0,,
10157,F8512-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.16,537.0,True,PFOA,5.27,,
10158,F8512-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.16,537.0,False,PFDA,0.0,,
10159,F8512-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.16,537.0,True,PFHXS,1.3,,
10160,F8512-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.16,537.0,True,PFBS,3.49,,
10161,F8512-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.16,537.0,True,PFHPA,3.89,,
10162,F8512-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.16,537.0,True,PFNA,0.85,,
10163,F8512-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.16,537.0,False,PFTEDA,0.0,,
10164,F8512-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.16,537.0,False,PFTRDA,0.0,,
10165,F8512-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.16,537.0,False,9CL-PF3ONS,0.0,,
10166,F8512-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,1.16,537.0,False,11CL-PF3OUDS,0.0,,
10167,F8512-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-02-14,,,,,,ng/L,drinking water,Pennsylvania,,,,0.929,537.0,False,ADONA,0.0,,
10168,E6325-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-09-01,,,,,,ng/L,drinking water,Pennsylvania,,,,1.08,537.1,False,HFPO-DA,0.0,,
10169,E6325-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-09-01,,,,,,ng/L,drinking water,Pennsylvania,,,,1.08,537.1,True,PFOS,35.0,,
10170,E6325-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-09-01,,,,,,ng/L,drinking water,Pennsylvania,,,,1.08,537.1,True,PFUNA,0.567,,
10171,E6325-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-09-01,,,,,,ng/L,drinking water,Pennsylvania,,,,1.08,537.1,True,NMEFOSAA,1.4,,
10172,E6325-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-09-01,,,,,,ng/L,drinking water,Pennsylvania,,,,1.29,537.1,False,NETFOSAA,0.0,,
10173,E6325-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-09-01,,,,,,ng/L,drinking water,Pennsylvania,,,,1.51,537.1,True,PFHXA,19.6,,
10174,E6325-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-09-01,,,,,,ng/L,drinking water,Pennsylvania,,,,1.08,537.1,False,PFDOA,0.0,,
10175,E6325-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-09-01,,,,,,ng/L,drinking water,Pennsylvania,,,,1.08,537.1,True,PFOA,21.7,,
10176,E6325-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-09-01,,,,,,ng/L,drinking water,Pennsylvania,,,,1.08,537.1,True,PFDA,7.42,,
10177,E6325-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-09-01,,,,,,ng/L,drinking water,Pennsylvania,,,,1.08,537.1,True,PFHXS,3.87,,
10178,E6325-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-09-01,,,,,,ng/L,drinking water,Pennsylvania,,,,1.08,537.1,True,PFBS,10.5,,
10179,E6325-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-09-01,,,,,,ng/L,drinking water,Pennsylvania,,,,1.08,537.1,True,PFHPA,12.7,,
10180,E6325-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-09-01,,,,,,ng/L,drinking water,Pennsylvania,,,,1.08,537.1,True,PFNA,4.73,,
10181,E6325-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-09-01,,,,,,ng/L,drinking water,Pennsylvania,,,,1.08,537.1,False,PFTEDA,0.0,,
10182,E6325-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-09-01,,,,,,ng/L,drinking water,Pennsylvania,,,,1.08,537.1,False,PFTRDA,0.0,,
10183,E6325-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-09-01,,,,,,ng/L,drinking water,Pennsylvania,,,,1.08,537.1,False,9CL-PF3ONS,0.0,,
10184,E6325-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-09-01,,,,,,ng/L,drinking water,Pennsylvania,,,,1.08,537.1,False,11CL-PF3OUDS,0.0,,
10185,E6325-FS,MECHANICSBURG PA NAVICP,DoD,,,2022-09-01,,,,,,ng/L,drinking water,Pennsylvania,,,,0.862,537.1,False,ADONA,0.0,,
10186,E3633-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.10424,537.1,False,HFPO-DA,0.0,,
10187,E3633-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.10424,537.1,True,PFOS,17.6,,
10188,E3633-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.10424,537.1,False,PFUNA,0.0,,
10189,E3633-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.10424,537.1,False,NMEFOSAA,0.0,,
10190,E3633-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.325088,537.1,False,NETFOSAA,0.0,,
10191,E3633-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.545936,537.1,True,PFHXA,8.46,,
10192,E3633-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.10424,537.1,False,PFDOA,0.0,,
10193,E3633-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.10424,537.1,True,PFOA,17.0,,
10194,E3633-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.10424,537.1,False,PFDA,0.0,,
10195,E3633-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.10424,537.1,True,PFHXS,9.98,,
10196,E3633-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.10424,537.1,True,PFBS,11.0,,
10197,E3633-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.10424,537.1,True,PFHPA,5.72,,
10198,E3633-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.10424,537.1,True,PFNA,1.68,,
10199,E3633-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.10424,537.1,False,PFTEDA,0.0,,
10200,E3633-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.10424,537.1,False,PFTRDA,0.0,,
10201,E3633-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.10424,537.1,False,9CL-PF3ONS,0.0,,
10202,E3633-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.10424,537.1,False,11CL-PF3OUDS,0.0,,
10203,E3633-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,0.883392,537.1,False,ADONA,0.0,,
10204,E3631-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,False,HFPO-DA,0.0,,
10205,E3631-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,True,PFOS,12.4,,
10206,E3631-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,False,PFUNA,0.0,,
10207,E3631-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,False,NMEFOSAA,0.0,,
10208,E3631-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.27551,537.1,False,NETFOSAA,0.0,,
10209,E3631-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.488095,537.1,True,PFHXA,5.57,,
10210,E3631-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,False,PFDOA,0.0,,
10211,E3631-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,True,PFOA,13.1,,
10212,E3631-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,False,PFDA,0.0,,
10213,E3631-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,True,PFHXS,5.02,,
10214,E3631-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,True,PFBS,10.2,,
10215,E3631-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,True,PFHPA,4.36,,
10216,E3631-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,True,PFNA,1.54,,
10217,E3631-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,False,PFTEDA,0.0,,
10218,E3631-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,False,PFTRDA,0.0,,
10219,E3631-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,False,9CL-PF3ONS,0.0,,
10220,E3631-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,False,11CL-PF3OUDS,0.0,,
10221,E3631-FS,Warminster NAWC AD,DoD,,,2022-06-28,,,,,,ng/L,drinking water,Pennsylvania,,,,0.85034,537.1,False,ADONA,0.0,,
10222,E3970-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,False,HFPO-DA,0.0,,
10223,E3970-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,True,PFOS,23.4,,
10224,E3970-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,False,PFUNA,0.0,,
10225,E3970-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,False,NMEFOSAA,0.0,,
10226,E3970-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.27551,537.1,False,NETFOSAA,0.0,,
10227,E3970-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.488095,537.1,True,PFHXA,9.89,,
10228,E3970-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,False,PFDOA,0.0,,
10229,E3970-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,True,PFOA,27.3,,
10230,E3970-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,True,PFDA,0.743,,
10231,E3970-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,True,PFHXS,4.63,,
10232,E3970-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,True,PFBS,16.3,,
10233,E3970-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,True,PFHPA,9.38,,
10234,E3970-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,True,PFNA,3.41,,
10235,E3970-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,False,PFTEDA,0.0,,
10236,E3970-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,False,PFTRDA,0.0,,
10237,E3970-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,False,9CL-PF3ONS,0.0,,
10238,E3970-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.062925,537.1,False,11CL-PF3OUDS,0.0,,
10239,E3970-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,0.85034,537.1,False,ADONA,0.0,,
10240,E3980-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.096491,537.1,False,HFPO-DA,0.0,,
10241,E3980-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.096491,537.1,True,PFOS,21.0,,
10242,E3980-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.096491,537.1,False,PFUNA,0.0,,
10243,E3980-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.096491,537.1,False,NMEFOSAA,0.0,,
10244,E3980-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.315789,537.1,False,NETFOSAA,0.0,,
10245,E3980-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.535088,537.1,True,PFHXA,10.5,,
10246,E3980-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.096491,537.1,False,PFDOA,0.0,,
10247,E3980-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.096491,537.1,True,PFOA,27.0,,
10248,E3980-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.096491,537.1,True,PFDA,0.768,,
10249,E3980-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.096491,537.1,True,PFHXS,4.54,,
10250,E3980-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.096491,537.1,True,PFBS,15.5,,
10251,E3980-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.096491,537.1,True,PFHPA,9.44,,
10252,E3980-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.096491,537.1,True,PFNA,3.1,,
10253,E3980-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.096491,537.1,False,PFTEDA,0.0,,
10254,E3980-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.096491,537.1,False,PFTRDA,0.0,,
10255,E3980-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.096491,537.1,False,9CL-PF3ONS,0.0,,
10256,E3980-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.096491,537.1,False,11CL-PF3OUDS,0.0,,
10257,E3980-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,0.877193,537.1,False,ADONA,0.0,,
10258,E3974-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.059322,537.1,False,HFPO-DA,0.0,,
10259,E3974-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.059322,537.1,True,PFOS,7.02,,
10260,E3974-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.059322,537.1,False,PFUNA,0.0,,
10261,E3974-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.059322,537.1,False,NMEFOSAA,0.0,,
10262,E3974-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.271186,537.1,False,NETFOSAA,0.0,,
10263,E3974-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.483051,537.1,True,PFHXA,5.6,,
10264,E3974-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.059322,537.1,False,PFDOA,0.0,,
10265,E3974-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.059322,537.1,True,PFOA,9.75,,
10266,E3974-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.059322,537.1,False,PFDA,0.0,,
10267,E3974-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.059322,537.1,True,PFHXS,1.89,,
10268,E3974-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.059322,537.1,True,PFBS,4.68,,
10269,E3974-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.059322,537.1,True,PFHPA,3.63,,
10270,E3974-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.059322,537.1,True,PFNA,1.08,,
10271,E3974-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.059322,537.1,False,PFTEDA,0.0,,
10272,E3974-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.059322,537.1,False,PFTRDA,0.0,,
10273,E3974-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.059322,537.1,False,9CL-PF3ONS,0.0,,
10274,E3974-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.059322,537.1,False,11CL-PF3OUDS,0.0,,
10275,E3974-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,0.847458,537.1,False,ADONA,0.0,,
10276,E3972-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.124101,537.1,False,HFPO-DA,0.0,,
10277,E3972-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.124101,537.1,True,PFOS,43.1,,
10278,E3972-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.124101,537.1,False,PFUNA,0.0,,
10279,E3972-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.124101,537.1,False,NMEFOSAA,0.0,,
10280,E3972-FS,Warminster NAWC AD,DoD,,,2022-07-11,,,,,,ng/L,drinking water,Pennsylvania,,,,1.348921,537.1,False,NETFOSAA,0.0,,
